Recency,Frequency,Monetary,Cluster,DBSCAN_Cluster,PC1,PC2
2,14,5189.52,1,0,3.208711523073593,-0.49478360273872996
12,7,3190.55,1,0,1.8491755220711497,0.017202405559512565
33,2,659.4100000000001,0,0,-0.15258090835895877,-0.3222789798736374
54,2,286.79,0,0,-0.7301592443694462,-0.31989209699988125
50,2,1070.65,0,0,-0.07793193648293585,0.11106899999665061
219,1,306.72,0,0,-1.594861372073543,0.4282180782814967
63,1,1714.96,0,0,-0.30833725382531885,0.27136806816757875
71,3,1519.42,0,0,0.21650545508610367,0.5671138011876475
2,37,17220.36,1,0,4.618474939252795,0.2975785250146356
2,10,2796.51,1,0,2.634986922419704,-0.8385401797936213
64,4,2634.45,1,0,0.7183071402089487,0.7879692733435385
34,3,1122.63,1,0,0.3486523941832348,-0.00029903180909174624
82,1,345.0,0,0,-1.1669006820042385,-0.14703194004032724
1,33,25977.16,1,0,4.867646125394944,0.1477201067187408
103,1,178.7,0,0,-1.5637034483460537,-0.2426559567773414
7,2,360.01,0,0,0.11377054010928626,-1.4594959326692685
251,1,127.84,0,0,-2.0595461063349703,0.1972243809881443
13,6,908.86,1,0,1.1049874974341227,-0.44396220693321375
10,11,2462.79,1,0,2.1571651453989826,-0.027858974240241884
367,1,230.39999999999998,0,0,-1.926536773025928,0.6505361233130115
76,2,309.04,0,0,-0.8233804724142996,-0.07946787624725808
4,1,348.8,0,0,-0.08853536284383497,-1.9240350108279587
128,2,1516.0,0,0,-0.2676352906974471,0.8259269284243551
66,2,195.55,0,0,-0.9863523995899411,-0.33365513882009634
1,57,37153.85,1,0,5.520587448142245,0.48234339437078966
117,2,688.86,0,0,-0.6072238539994804,0.4824321665770416
310,1,558.32,0,0,-1.4437729768704457,0.8652882633238536
67,1,324.8,0,0,-1.119278776357554,-0.2953049594853313
139,3,4599.42,1,0,0.4874523737349339,1.391898941279547
255,1,277.07,0,0,-1.7007933379739164,0.4873907655871568
31,7,2588.39,1,0,1.4059383466273139,0.5120939002478553
52,2,924.6,0,0,-0.16209575210720834,0.08209362955409412
64,1,256.38,0,0,-1.2138155994479043,-0.4097623406827388
367,1,112.6,0,0,-2.2638815298274033,0.3914177617715246
6,5,1747.66,1,0,1.5400560212677863,-0.7043988769526902
305,1,155.05,0,0,-2.0428626718297966,0.3900902644635383
29,3,1499.01,1,0,0.5445246288482586,0.007200586302555739
184,3,814.5,0,0,-0.4393528143211017,0.9384749759647218
42,3,539.0,0,0,-0.07742047583289206,-0.13667296728368625
40,4,1366.8600000000001,1,0,0.5833833439071837,0.25699443997679106
92,2,1579.12,0,0,-0.1233111424367936,0.6333421069462407
22,4,4027.36,1,0,1.316348975958366,0.28391153274655107
24,2,571.6700000000001,0,0,-0.10271382039783157,-0.5691223339543771
29,2,382.98,0,0,-0.36188935583404613,-0.5991215955669488
302,3,1140.35,0,0,-0.4684270336804706,1.3736773191700775
145,2,385.64,0,0,-0.9630931639915554,0.40653871988348544
6,2,632.0,1,0,0.4310483196209885,-1.3396219724318104
19,2,957.66,0,0,0.22682424150636066,-0.5229332077370923
33,5,1698.94,1,0,0.92292900406797,0.28721408102539125
176,1,189.5,0,0,-1.7391609297841455,0.11570125397464018
58,3,409.8,0,0,-0.3279245445223855,-0.03573165933470638
22,1,209.49,0,0,-0.9123205343932218,-1.1416010436145252
16,6,2198.45,1,0,1.4493440598770269,0.0005931494642848285
19,1,52.199999999999996,0,0,-1.5110757054206292,-1.7311203759910538
159,1,383.85,0,0,-1.3671614528845693,0.30779799017132786
25,4,834.57,1,0,0.5236682037648068,-0.21126000266182948
212,2,266.59000000000003,0,0,-1.2818755838751739,0.511926093286111
6,4,674.82,1,0,0.9243109682148898,-1.1203815971250326
253,1,85.0,0,0,-2.254230939123873,0.05501562812982907
59,9,3385.62,1,0,1.4949930954450408,1.0937044002958427
11,1,361.62,0,0,-0.40589596834244734,-1.3559348278956578
65,1,312.98,0,0,-1.1253971413494626,-0.32768877806612157
25,3,865.0600000000001,1,0,0.338748083750511,-0.2835637139278628
92,3,1255.0,0,0,0.02814984302062093,0.6597762654927474
52,2,1537.95,0,0,0.0789713203311172,0.2672600018554782
129,1,1595.48,0,0,-0.6132611715921141,0.694322437683917
96,3,2651.46,1,0,0.36652090869548165,0.9587351554904268
57,1,1090.14,0,0,-0.48540711519057256,0.04406999587466081
9,25,8109.5199999999995,1,0,3.458140715722753,0.6414161718525886
169,3,388.5,0,0,-0.7574234111636331,0.6157467762194238
57,1,216.17,0,0,-1.2508354112511852,-0.5438642226181366
326,1,201.16,0,0,-1.9454670047287652,0.5264541029877252
1,5,1245.9,1,0,1.8582546322702413,-1.6217402850617508
18,8,2209.36,1,0,1.6366068556700033,0.16903791297844106
248,1,305.78,0,0,-1.643613040159733,0.5056011650239007
58,4,501.56,0,0,-0.030416840786018872,0.12305186119406984
74,1,145.67000000000002,0,0,-1.5351299516247527,-0.5238625801599912
31,3,1005.09,1,0,0.33049319682970574,-0.09734941573574092
7,2,3192.54,1,0,1.147420004447042,-0.6655379706516311
123,4,3083.65,1,0,0.546201427813676,1.2547448703545656
2,8,2770.94,1,0,2.4490540082315495,-0.9186449181181131
23,13,6403.25,1,0,2.4515733865292098,0.8735873870098966
120,3,389.6,0,0,-0.6262038844021838,0.40123068297410425
358,1,540.45,0,0,-1.5139972714858432,0.9444506592805361
54,5,1786.79,1,0,0.7630898095622524,0.6104711707604445
64,1,122.7,0,0,-1.5612266807531079,-0.6766127610737013
86,1,117.24,0,0,-1.693991782847068,-0.508248442501072
55,1,1271.57,0,0,-0.3990698473690403,0.07784459973158893
21,13,3219.77,1,0,2.1589048268259714,0.5680950683573013
4,20,17159.52,1,0,3.8850222963847028,0.3932616844994179
3,5,1191.13,1,0,1.5721752721983644,-1.198689048148183
11,5,2674.48,1,0,1.5358088473668772,-0.207821201165254
7,5,787.6,1,0,1.1114554901565672,-0.9097811144500565
189,2,506.8,0,0,-0.9344663134300341,0.6728082725709731
71,1,243.56,0,0,-1.2771119049633624,-0.3635323667092816
204,1,349.55,0,0,-1.50609693539616,0.43091164901522916
120,2,595.67,0,0,-0.6856258454619739,0.4454927505255309
93,1,416.90000000000003,0,0,-1.1249197491083858,0.0006270361569717096
1,10,1883.8100000000002,1,0,2.6026284660403505,-1.239404331582091
27,4,632.97,1,0,0.3644388334597624,-0.26484165669836596
298,1,821.1,0,0,-1.2461252023920295,0.9806130526302971
24,3,564.62,0,0,0.15172501164076058,-0.4635897150251341
28,4,2593.07,1,0,1.019110531966958,0.27056119180287846
50,1,311.16,0,0,-1.0296633984935066,-0.4932531737674816
326,1,155.93,0,0,-2.0655514599810787,0.4342158610579922
16,2,388.52,0,0,-0.13812843085098794,-0.953969928362748
183,3,740.95,0,0,-0.48209933730250787,0.9006145679325882
72,5,2867.2,1,0,0.8790715808749641,0.9621160543112517
37,2,332.64,0,0,-0.5188214821532416,-0.5004471311064121
80,4,2369.55,1,0,0.5840157169313775,0.8888935283015512
57,9,2580.91,1,0,1.3793036239341463,0.9734032926627413
12,2,626.45,0,0,0.19040095795677406,-0.9503981428625821
50,2,272.04,0,0,-0.726262134627084,-0.38692083175236497
50,2,1212.8400000000001,0,0,-0.01885719344117465,0.15644498499965384
59,2,384.81,0,0,-0.62441579701383,-0.15797909258271756
352,1,172.25,0,0,-2.0478663638891486,0.5187497968855422
54,1,351.13,0,0,-1.0013787142135169,-0.40150523538010974
2,6,1838.8500000000001,1,0,2.027310391909557,-1.1640516611524108
93,4,678.25,0,0,-0.06548437122898719,0.5280375179807643
23,1,223.85000000000002,0,0,-0.8972861519026594,-1.0905851799839261
75,1,348.99,0,0,-1.1278073053764028,-0.19871040260697131
11,4,464.57,1,0,0.5417145286310492,-0.9144183145883562
169,2,842.65,0,0,-0.6512732510318622,0.787186681561742
58,2,337.34,0,0,-0.680249155368451,-0.21645146321768333
96,2,1237.53,0,0,-0.25489037096444545,0.5713268072328376
295,1,307.4,0,0,-1.7071657348071319,0.6171310154761527
109,2,608.7900000000001,0,0,-0.6389044556365996,0.39299381029355296
264,1,922.1,0,0,-1.1450697658351978,0.9462906418265157
180,1,376.58,0,0,-1.4233133816963282,0.3790311966040848
169,1,158.85,0,0,-1.8069214382827212,0.02623374158634138
35,1,71.66,0,0,-1.5877992778879078,-1.2449669487284605
23,3,568.55,0,0,0.17060203286023662,-0.48694645517461416
17,4,839.14,1,0,0.6667245779381354,-0.4423874158159654
22,5,5112.96,1,0,1.5944651238116627,0.44055763374668216
79,3,561.5699999999999,0,0,-0.2951599881990345,0.27180411071075916
65,1,90.6,0,0,-1.7095084345157134,-0.7763513352618413
361,1,102.0,0,0,-2.304047648449046,0.34532120633064317
3,6,2427.32,1,0,2.0490019856827377,-0.880607290379658
11,4,745.06,1,0,0.7652995310234615,-0.7426801200052235
176,3,674.45,0,0,-0.5118076499003894,0.841826940082987
218,2,3251.071,0,0,-0.10824050195513316,1.4391700672494103
7,7,3515.68,1,0,2.080636686744009,-0.25524672006065224
2,2,439.92,1,0,0.5832564555781541,-2.0084533089271353
154,2,322.96,0,0,-1.069809488707851,0.3800415479134244
5,5,1019.27,1,0,1.3434745641409107,-0.9983474229157244
79,3,594.04,0,0,-0.2685536691609446,0.29224072831574865
21,2,230.22,0,0,-0.4839123686129926,-0.9804719439538407
22,2,169.55,0,0,-0.6451978914269232,-1.063134724761455
308,4,664.54,0,0,-0.529748027722336,1.2750243908494594
146,1,80.7,0,0,-2.069636590201926,-0.3103662135248616
7,18,9024.17,1,0,3.3102306917506805,0.41889443393498477
19,8,2758.26,1,0,1.722184003175401,0.2823376839182035
71,2,190.25,0,0,-1.0268073546856267,-0.29798421698097394
287,1,264.7,0,0,-1.767362684243644,0.5454845322152341
49,1,413.59000000000003,0,0,-0.8875457185027705,-0.40245498444541067
31,6,2461.2400000000002,1,0,1.2612368819703466,0.44267751869976313
207,1,357.98,0,0,-1.5003791272124576,0.4487762392741405
15,2,196.79000000000002,0,0,-0.4363096020362861,-1.2392267124237832
73,1,869.87,0,0,-0.6853855093262188,0.11638795639558727
60,1,200.14,0,0,-1.306457800613917,-0.5398212159742288
39,4,1871.81,1,0,0.7417919939787628,0.3557711673876455
30,12,2603.43,1,0,1.8601294272138347,0.6797928861789299
27,5,920.51,1,0,0.7067543563138974,-0.0588832823434294
4,15,7060.13,1,0,3.217906972750598,-0.03417404844090103
17,1,320.46,0,0,-0.6179101986698067,-1.1427761284916123
20,6,4147.96,1,0,1.6695474096198888,0.3656919629544756
66,2,1266.08,0,0,-0.10273816360597925,0.34505905028952877
213,1,311.3,0,0,-1.5772933748849174,0.41606952931037766
12,6,852.88,1,0,1.1031876822691524,-0.5140689098611392
30,1,76.8,0,0,-1.498269729959989,-1.3148669702383395
43,9,3466.36,1,0,1.624643296359572,0.9056671224734709
4,6,2274.14,1,0,1.9328665330466512,-0.7628794344967254
15,5,1393.69,1,0,1.1170230853249943,-0.2627125194279584
10,12,3901.81,1,0,2.447702322285222,0.17029146157358155
211,1,635.66,0,0,-1.235979023178681,0.6695293789198282
46,3,2043.0800000000002,1,0,0.5197663241221591,0.4045187468955683
134,2,529.73,0,0,-0.7829773308012437,0.4722464854587355
43,7,4582.64,1,0,1.5550662013049896,0.9219597063631033
10,5,2874.72,1,0,1.6032688529070611,-0.23669465472881027
116,3,962.19,0,0,-0.18540540048634935,0.7086385720025967
198,2,695.61,0,0,-0.8022468575452002,0.8172861381264714
278,1,328.8,0,0,-1.6527609295478702,0.6040692011389851
110,3,473.02,0,0,-0.5014724490131657,0.41704454132079377
77,1,505.18,0,0,-0.9627722943011242,-0.04785668207962312
53,1,917.34,0,0,-0.5398593817722208,-0.06402309102866291
162,4,4341.21,1,0,0.6038721899846775,1.5526443788707347
47,3,1421.61,1,0,0.33986410144983487,0.28585773493560307
17,2,642.8,0,0,0.07828749125013436,-0.7347323643000521
155,3,631.9,0,0,-0.49441543828399565,0.7380672416148968
225,1,440.0,0,0,-1.4345129078647658,0.5763362704915038
7,2,584.07,1,0,0.342705095834047,-1.2836486850580118
122,2,327.7,0,0,-0.9745886665845918,0.23873995385445773
61,1,104.82,0,0,-1.6172012165951142,-0.7634275422328815
63,2,467.66,0,0,-0.5568306986587357,-0.04621622044060643
18,8,2358.84,1,0,1.6676348471956854,0.1928708677345434
7,19,17286.86,1,0,3.6648390255453287,0.6752432594095642
2,11,2975.59,1,0,2.7431408148237706,-0.7826582369939126
22,3,648.89,0,0,0.24942764870270473,-0.4658673818246033
29,5,1428.02,1,0,0.8884257438187231,0.14464132662287965
285,1,626.65,0,0,-1.3571095146902412,0.8541422626649477
176,2,147.20000000000002,0,0,-1.4913268612280655,0.17935179846964566
78,3,1560.38,0,0,0.19366770080009008,0.6356132726174699
33,1,152.2,0,0,-1.212267007050194,-1.0095223433510045
41,12,3560.32,1,0,1.8924948864649946,0.9862739382254445
266,1,141.41,0,0,-2.0341516523761727,0.27034929905209465
27,4,646.42,1,0,0.3743930651791077,-0.25719569759712835
109,4,1659.75,0,0,0.29838287524811696,0.9532946166266366
284,1,154.99,0,0,-2.0158865158856387,0.34487994747974665
9,5,1308.6100000000001,1,0,1.2667188614293536,-0.5835887214498645
305,1,409.93,0,0,-1.5837632518125295,0.7427297737520399
17,4,5578.72,1,0,1.564455308047988,0.2471698136992451
32,2,746.36,0,0,-0.08253066404312978,-0.29615681949140016
1,23,15610.390000000001,1,0,4.311010716792076,-0.17098709516358268
20,1,225.36,0,0,-0.8431038375162957,-1.172797852124135
124,2,260.25,0,0,-1.089648264196777,0.16531899190549956
65,1,92.46,0,0,-1.6999768335392471,-0.7690300036623623
106,1,725.6400000000001,0,0,-0.9121038590086777,0.284217134042285
1,23,8152.71,1,0,4.003033529344165,-0.4075478911881116
24,17,6211.66,1,0,2.6489826996472283,0.9845367847477868
267,1,183.6,0,0,-1.9125452775719483,0.36722328869961257
5,19,6140.42,1,0,3.284006401513308,0.11593856045107578
10,12,10464.85,1,0,2.9154192133945855,0.529550148854315
29,5,1334.34,1,0,0.8562765964723419,0.11994719927276182
267,1,152.55,0,0,-1.9998681717195885,0.30014957612398474
64,2,374.7,0,0,-0.6675827103060605,-0.11690825317373077
320,1,265.85,0,0,-1.8067542664694833,0.6158272488912897
4,8,1437.57,1,0,1.9429220183668667,-0.8336950480293489
32,1,151.04,0,0,-1.2044671077415723,-1.0312153841196552
5,3,942.26,1,0,0.9393730013877571,-1.1820288149106617
129,1,118.67,0,0,-1.8417121796623093,-0.24926481549655047
41,5,499.41999999999996,0,0,0.26236428727353867,-0.02421511932728405
102,6,1049.37,1,0,0.41073697663393416,0.8734679759650865
125,1,375.1,0,0,-1.286810126772124,0.14797965309356342
33,1,45.599999999999994,0,0,-1.7765802659314391,-1.4429778042387422
302,2,921.62,0,0,-0.8296157131553651,1.1861489229097628
365,1,182.25,0,0,-2.0350738548975755,0.5621138439031167
4,9,1002.9,1,0,1.8676777819666304,-0.9244176709048958
2,18,4421.29,1,0,3.346662050167272,-0.46269709483024235
3,1,191.47,0,0,-0.28656558576331925,-2.2830771111484913
10,13,50491.81,1,0,3.728661567768297,1.13105109248074
57,1,158.75,0,0,-1.3964345311718322,-0.6557005699603387
325,1,76.32000000000001,0,0,-2.4000111612790334,0.1744732567946562
8,14,4076.91,1,0,2.674654134527868,0.11380212937045452
12,1,433.86,0,0,-0.3503329053746347,-1.239028365825467
4,17,65164.79,1,0,4.378214148328862,0.8202622683739924
37,1,147.35,0,0,-1.2700085194493418,-0.9507288412184756
16,11,3104.17,1,0,2.100578768752926,0.33236986772549654
138,1,191.95000000000002,0,0,-1.6407820737179024,-0.03285158099392846
74,6,5976.79,1,0,1.3564354657746247,1.3056755378309743
5,5,1105.8799999999999,1,0,1.382107786402961,-0.9686728035485062
155,2,216.20999999999998,0,0,-1.2618123323853807,0.23852567515833906
239,1,1266.23,0,0,-0.9569805171358234,0.9988719046250975
52,7,2703.23,1,0,1.2337748851077555,0.8477546682979978
31,2,597.91,0,0,-0.17577090117394378,-0.3963118983163566
73,1,144.2,0,0,-1.5347785834198253,-0.5360405673219025
4,12,5683.15,1,0,2.927166739017404,-0.1926046775834677
14,4,692.85,1,0,0.6456590465998197,-0.6276445190799589
23,7,2915.15,1,0,1.5721818837873727,0.37300465052464604
4,4,1840.42,1,0,1.5281198756912884,-0.968617588328764
274,2,386.53,0,0,-1.2038705329658823,0.8087617974563625
20,5,1382.74,1,0,1.009407564869008,-0.09319470511763561
144,1,90.0,0,0,-2.013287079708959,-0.2797871740857469
4,4,2780.15,1,0,1.7236272509989043,-0.8184461398695879
84,1,419.58000000000004,0,0,-1.0834430641449515,-0.06084631575642794
11,3,2720.63,1,0,1.1770283904782441,-0.35669093399522095
8,3,706.1300000000001,1,0,0.6478689144794267,-1.0299271824422978
123,3,709.71,0,0,-0.3517391564193602,0.6347619949429983
61,2,637.5,0,0,-0.398072942365509,0.046285177750375675
2,5,1123.8600000000001,1,0,1.6545288532038143,-1.4022151315565285
319,1,480.91,0,0,-1.5253029393171884,0.82911976939546
2,11,3586.0299999999997,1,0,2.8315927382493937,-0.7147173041317828
130,3,605.64,0,0,-0.4477894112674825,0.6119109850475027
2,15,4690.31,1,0,3.2191623408350196,-0.5069254194532161
2,2,965.8800000000001,1,0,0.9555685874380081,-1.7224761071343804
46,1,415.82,0,0,-0.8613658806924543,-0.4397262882297981
4,2,935.05,1,0,0.7450689719972322,-1.4104476329325457
3,4,915.13,1,0,1.2823361420657737,-1.3643397057609374
373,1,311.81,0,0,-1.7897814508967818,0.7705773967784502
134,1,115.8,0,0,-1.8676389808576876,-0.23418088434411502
47,4,3742.2,1,0,1.00049866698657,0.723563146391489
9,5,4191.0,1,0,1.818374465537415,-0.1598557497950496
78,2,483.4,0,0,-0.6216030246338315,0.09929926940150334
234,1,157.2,0,0,-1.935527207882986,0.22771507201300692
221,1,446.62,0,0,-1.420626518868303,0.5704422508863753
36,2,658.64,0,0,-0.18543482230411024,-0.2690999058423762
75,2,621.29,0,0,-0.48804046184376654,0.1659881838058725
239,2,1345.62,0,0,-0.5612792286876208,1.1761009499612756
266,1,118.75,0,0,-2.11632470021034,0.20723124226193013
10,55,117210.08,1,0,5.382373149694025,1.968049071613082
20,2,424.89000000000004,0,0,-0.17652216697625325,-0.787502490753065
40,1,507.66,0,0,-0.7147779107919473,-0.45378411504781596
20,11,4630.35,1,0,2.209416996915086,0.6119278590891948
216,3,1097.6200000000001,0,0,-0.35899487612254205,1.1481501285163975
174,2,289.36,0,0,-1.168088425158733,0.41709671914409774
87,4,2445.91,1,0,0.5673854282107814,0.9529857268654494
71,2,1631.77,0,0,-0.01000362944756686,0.4830343403876762
276,1,120.44,0,0,-2.123725473949924,0.23564432174954508
39,4,562.59,0,0,0.17239365247918223,-0.08159020355145694
98,1,363.79,0,0,-1.2091641986741999,-0.016021959977061226
11,4,450.84,1,0,0.5275210013262253,-0.925320525058711
33,1,134.46,0,0,-1.2706203186566114,-1.0543441886268539
60,3,3222.3,1,0,0.6361272929803673,0.7356821970868541
297,4,576.9000000000001,0,0,-0.5828512123712198,1.2006207338198844
86,4,549.46,0,0,-0.13560689334027964,0.4024108592262671
9,7,1600.26,1,0,1.6223655319418722,-0.40031720558572015
41,2,701.57,0,0,-0.20395782927001244,-0.16578407481842852
11,25,4748.52,1,0,3.1347648696982633,0.5621039182498124
67,1,452.89,0,0,-0.9620624573607075,-0.1745453088172748
331,1,197.65,0,0,-1.9595685727842858,0.5296949207139965
31,6,2054.36,1,0,1.1755946727584072,0.37689475942347045
2,15,4654.08,1,0,3.215486324331971,-0.5097490097241925
2,13,4684.76,1,0,3.0977737220071337,-0.5584349377929503
68,2,853.39,0,0,-0.30083064339690596,0.22017900586567513
5,21,11349.52,1,0,3.661478795761673,0.376093626868641
202,2,1012.0,0,0,-0.6323035054590782,0.966276961863141
107,1,335.52,0,0,-1.2806497795445098,0.009759403187064771
18,4,701.4,1,0,0.561166104079245,-0.47332868999507915
218,1,185.39999999999998,0,0,-1.830813048583872,0.24275605026547306
60,7,747.44,1,0,0.5709814242629184,0.46902452158391295
2,1,150.61,0,0,-0.2898188106975568,-2.5523587601752644
17,2,466.7,0,0,-0.07323415896605237,-0.8511178748215213
239,1,328.15999999999997,0,0,-1.5961634243504297,0.5079082115381423
95,1,151.74,0,0,-1.610202069120393,-0.352599917246114
11,6,2073.43,1,0,1.554648505739898,-0.2415245324932893
106,6,1905.8400000000001,1,0,0.6789242129010874,1.1147976595632398
53,9,2241.1,1,0,1.3396896285386894,0.8767076513706349
90,1,1070.48,0,0,-0.6660864850193859,0.3229831603703602
31,5,1004.38,1,0,0.6970480081307048,0.05749188753295243
12,6,1789.72,1,0,1.4543389364001753,-0.24434561999475576
3,4,1839.3,1,0,1.6130717850324818,-1.1102978800587606
2,17,2004.98,1,0,2.9229069373664984,-0.7712914594431606
43,1,169.48000000000002,0,0,-1.260082438465247,-0.8071513452108569
4,1,89.94,0,0,-0.727299530910266,-2.414677065591505
247,2,632.4,0,0,-0.9314371297485672,0.9221861753815588
42,9,3432.8,1,0,1.628813619957871,0.8875509988266188
177,1,683.17,0,0,-1.1350794413378926,0.5849276836146005
92,3,991.13,0,0,-0.08367177969864299,0.5738847996266347
110,4,1009.73,0,0,0.05946188151725835,0.7781690632881862
29,5,2214.79,1,0,1.0963999045533672,0.30438865538969545
26,10,3350.96,1,0,1.8813862030208373,0.6202131251617206
52,3,1547.2,1,0,0.34212501776023124,0.37948660845021076
184,3,925.71,0,0,-0.3787371197580846,0.985034583435104
43,5,2048.07,1,0,0.9130077742863663,0.5186920483453227
49,4,1462.72,1,0,0.5396917757409998,0.4074685047464292
22,4,754.12,1,0,0.5224997464150242,-0.3258531294364034
75,5,3144.86,1,0,0.907500260748053,1.0213005660394916
81,2,490.86,0,0,-0.6285940507458291,0.12849311915990963
373,1,161.0,0,0,-2.1017756389995395,0.5309310966605304
326,1,146.85,0,0,-2.0938118898212386,0.4125087020492938
43,11,2380.85,1,0,1.6115659538345826,0.8386441769059921
30,2,890.34,0,0,0.024888216737216053,-0.2716255855835264
184,1,213.70000000000002,0,0,-1.6993435377331065,0.18728009663064646
235,2,280.55,0,0,-1.296932770248964,0.5954509303076695
9,10,2588.77,1,0,2.1384855564716934,-0.10340085588500146
220,2,1693.45,0,0,-0.42083127964719136,1.2074960590011656
111,3,1474.06,0,0,0.033365028387682454,0.8361764400137082
278,1,136.76999999999998,0,0,-2.0666516877098493,0.2861549814873972
318,1,302.58,0,0,-1.7432203984122756,0.6588323641455806
7,3,1904.05,1,0,1.1627731957932184,-0.7436497636637701
2,5,2879.7000000000003,1,0,2.100412762034181,-1.0597266073853022
260,2,969.0600000000001,0,0,-0.7488424893961169,1.1098192057451473
64,5,3099.7200000000003,1,0,0.9603711960098655,0.9169233505774516
9,9,12669.98,1,0,2.8050813430144963,0.43840477484684015
142,1,120.0,0,0,-1.8728798305277001,-0.18481887068276798
51,2,1163.45,0,0,-0.04597129281557316,0.1536257541290574
8,8,2618.23,1,0,2.002517309135812,-0.24283354460194478
155,2,333.97,0,0,-1.0564193589804425,0.396290364449603
109,2,530.18,0,0,-0.7043444133575946,0.3427286311789202
163,3,1516.24,0,0,-0.09894816665390949,1.0882074803183046
332,1,492.65000000000003,0,0,-1.5291020357672203,0.863130218905911
226,1,112.32,0,0,-2.0804958549707724,0.08424366910607263
74,2,437.96,0,0,-0.6484601198792737,0.03048501213041807
51,4,559.97,0,0,0.06996164810808606,0.08303487034210068
99,3,1119.74,0,0,-0.0535986697943438,0.6642829427747495
15,3,4188.0,1,0,1.2716050254073024,-0.01726273046852077
197,1,134.04,0,0,-1.9451375102281157,0.06146059319361739
3,15,3701.44,1,0,2.99702635493558,-0.41076779812467284
31,2,595.25,0,0,-0.17788150706627937,-0.39793307881392
21,4,1910.01,1,0,0.9797386460193154,-0.015865178930899695
24,3,4628.75,1,0,1.148559158702624,0.3020899812129847
8,3,176.63,0,0,-0.007182580070531362,-1.5330797187450202
213,1,426.6,0,0,-1.4283023589225556,0.5305112307514
9,6,911.26,1,0,1.2347682857492035,-0.6563046117841491
11,5,2314.65,1,0,1.4673225876006597,-0.2604262796819192
2,11,3883.25,1,0,2.8693380588617976,-0.6857246921650881
8,9,4871.93,1,0,2.3922168167614615,0.023572433847860588
3,4,1046.56,1,0,1.345901746096956,-1.3155142391281538
40,1,166.20000000000002,0,0,-1.2423182250168716,-0.8589938570491944
18,4,1305.33,1,0,0.8553672602659,-0.2473494209603462
8,44,51527.3,1,0,4.871463147522341,1.4578642043578578
8,9,3965.62,1,0,2.29464458694253,-0.051373910545775774
19,1,43.2,0,0,-1.5989526655506825,-1.7986196729774488
117,1,640.14,0,0,-1.008840945911723,0.300659125017719
223,1,383.45,0,0,-1.4961862527258212,0.5207210784054593
71,3,1858.96,1,0,0.3120802180428042,0.6405258684652498
51,2,2093.32,0,0,0.23234855885201047,0.36740641173392624
89,6,2995.72,1,0,0.9593691351332725,1.1697607811504451
8,9,2352.53,1,0,2.047136325023609,-0.24148783407165514
243,1,310.26,0,0,-1.6289901724443876,0.498022107735415
47,6,1611.59,1,0,0.9056731999557611,0.5455742443472033
107,1,120.0,0,0,-1.765647871166001,-0.3627731716282767
45,6,2481.13,1,0,1.1264225541214083,0.67566656244667
65,1,508.58000000000004,0,0,-0.8957837238370826,-0.15132008896044558
207,2,477.79,0,0,-0.9969349599395401,0.7087638206952672
11,5,1530.75,1,0,1.2713637901576686,-0.41094447064034445
115,2,605.0600000000001,0,0,-0.66210155279823,0.4244274065205584
242,1,183.85,0,0,-1.8744962132096883,0.3056376769173586
163,1,311.65,0,0,-1.4751089472758492,0.24778105290911326
17,7,4975.24,1,0,1.9354694908465537,0.38526720193161934
124,2,462.65999999999997,0,0,-0.817637680060622,0.3742534290421108
23,3,840.21,1,0,0.35552021443939685,-0.3449086873897092
68,1,415.2,0,0,-1.008743223745099,-0.19686309949528133
17,8,2552.21,1,0,1.7256317577921856,0.18727956182629277
16,2,454.86,0,0,-0.06355773340283451,-0.8966913237536872
17,4,1614.91,1,0,0.9768626165892119,-0.20416684529661994
161,2,588.22,0,0,-0.8030526342646219,0.6259028435167272
243,1,309.52,0,0,-1.6301187879650763,0.49715520526061757
219,1,134.7,0,0,-1.983073254291492,0.1300280965991974
45,8,2166.98,1,0,1.2896638647780998,0.7225147313570245
21,4,668.5600000000001,1,0,0.4824602289922774,-0.3978304119812532
127,8,889.9300000000001,1,0,0.4770718040618063,1.0473961404758085
39,1,108.97999999999999,0,0,-1.4315057470931545,-1.0272097204200348
121,2,1021.58,0,0,-0.43333283128967504,0.6469144743220485
260,1,409.57,0,0,-1.5234164276903777,0.6415737498033464
10,1,133.5,0,0,-0.8429211328882812,-1.7723091038644538
274,1,282.93,0,0,-1.7182535282305398,0.5403719772890979
165,1,51.0,0,0,-2.3302987918116465,-0.39785925732903493
157,4,1078.96,0,0,-0.04399482262341098,1.0261184894238173
215,1,90.6,0,0,-2.162414306889132,-0.024741942016763573
6,2,163.62,0,0,-0.2075589126339381,-1.830143483005698
366,1,174.4,0,0,-2.05687574439767,0.5478978595419682
80,2,701.23,0,0,-0.4550758176784057,0.2503957500712609
43,1,225.12,0,0,-1.1261582231332226,-0.7042826254578315
19,3,912.18,1,0,0.4640909123014756,-0.430590722034537
32,4,2118.03,1,0,0.8738446372141001,0.27880567494667685
22,1,151.5,0,0,-1.0651283296071556,-1.2589744568017447
109,8,3717.35,1,0,1.2124225345643356,1.4716871967704588
8,16,9227.82,1,0,3.175174312485779,0.4591421269844126
320,1,155.0,0,0,-2.0612955249285063,0.4203112003776768
295,1,100.5,0,0,-2.2341132251045854,0.21237662830591308
358,1,76.55,0,0,-2.435436967850738,0.23668230193248885
